Code Géographique;Région;Département;Libellé Géographique;Coordonnees;année;Naissances
59579;31;59;Steene;50.9531939911, 2.37222398651;2011;17
59582;31;59;Strazeele;50.7237136693, 2.61971858959;2008;8
59585;31;59;Templemars;50.5706303055, 3.0593969462;2011;41
59585;31;59;Templemars;50.5706303055, 3.0593969462;2012;43
59586;31;59;Templeuve;50.5327534602, 3.17344214233;2004;54
59037;31;59;Avesnes-les-Aubert;50.1911782213, 3.37676857334;2006;55
59039;31;59;Awoingt;50.153637436, 3.28601914646;2008;6
59039;31;59;Awoingt;50.153637436, 3.28601914646;2007;2
59039;31;59;Awoingt;50.153637436, 3.28601914646;2013;5
59044;31;59;Baisieux;50.6111718868, 3.24121907398;2006;53
59045;31;59;Baives;50.0673923236, 4.20393625141;2012;4
59049;31;59;Bantouzelle;50.0579473391, 3.22511810175;2010;6
59052;31;59;Bauvin;50.5162714452, 2.89367809062;2003;64
59053;31;59;Bavay;50.2936087618, 3.80308794658;2009;39
59053;31;59;Bavay;50.2936087618, 3.80308794658;2011;50
59061;31;59;Beaurepaire-sur-Sambre;50.0605483796, 3.79605984174;2009;3
59063;31;59;Beauvois-en-Cambrésis;50.1403335661, 3.38449590227;2011;32
59063;31;59;Beauvois-en-Cambrésis;50.1403335661, 3.38449590227;2013;28
59065;31;59;Bellignies;50.3225210245, 3.76276954523;2004;12
59066;31;59;Bérelles;50.2136798325, 4.10541703727;2005;5
59066;31;59;Bérelles;50.2136798325, 4.10541703727;2006;2
59069;31;59;Bermerain;50.2575420594, 3.5398919082;2013;9
59076;31;59;Bettignies;50.3323628525, 3.9686190609;2013;1
59078;31;59;Beugnies;50.1628708508, 3.99516722908;2009;5
59081;31;59;Bévillers;50.158314463, 3.39072994469;2010;7
59082;31;59;Bierne;50.9713270565, 2.40211995661;2004;22
59084;31;59;Blaringhem;50.6905234393, 2.409606447;2009;26
59084;31;59;Blaringhem;50.6905234393, 2.409606447;2005;21
59088;31;59;Bois-Grenier;50.6487129112, 2.87274435291;2007;19
59091;31;59;Borre;50.731528018, 2.58086143092;2003;8
59092;31;59;Bouchain;50.2808463643, 3.3121651121;2013;49
59093;31;59;Boulogne-sur-Helpe;50.0790302636, 3.89209548407;2003;4
59097;31;59;Boursies;50.1408057238, 3.04441612391;2009;2
59097;31;59;Boursies;50.1408057238, 3.04441612391;2006;5
59103;31;59;Boussières-sur-Sambre;50.2410266122, 3.8784480036;2013;6
59109;31;59;Brillon;50.4339939197, 3.33534225599;2008;9
59109;31;59;Brillon;50.4339939197, 3.33534225599;2004;7
59119;31;59;Buysscheure;50.806582613, 2.33507855755;2003;7
59120;31;59;Caëstre;50.7566001349, 2.60456655751;2004;24
59124;31;59;Camphin-en-Pévèle;50.5923766053, 3.25767476267;2003;16
59124;31;59;Camphin-en-Pévèle;50.5923766053, 3.25767476267;2007;26
59130;31;59;Cappelle-Brouck;50.8938368005, 2.22204306272;2011;11
59135;31;59;Cassel;50.795681277, 2.49423243668;2011;34
59138;31;59;Cattenières;50.1329900452, 3.33660861697;2006;4
59143;31;59;La Chapelle-d'Armentières;50.6659536434, 2.89558804665;2008;121
59143;31;59;La Chapelle-d'Armentières;50.6659536434, 2.89558804665;2005;94
59144;31;59;Château-l'Abbaye;50.4858024683, 3.47414949128;2003;8
59145;31;59;Chemy;50.5317873736, 2.99537239927;2006;9
59153;31;59;Condé-sur-l'Escaut;50.4678612037, 3.60589087978;2007;157
59159;31;59;Craywick;50.9726285741, 2.22142508421;2010;4
59160;31;59;Crespin;50.4217331557, 3.65237979993;2005;56
59161;31;59;Crèvecoeur-sur-l'Escaut;50.0727577904, 3.26867770233;2013;7
59166;31;59;Curgies;50.3253821605, 3.60666630753;2006;14
59172;31;59;Denain;50.3299660733, 3.3898623357;2008;377
59174;31;59;Dimechaux;50.1970283505, 4.04666180439;2010;3
59177;31;59;Dompierre-sur-Helpe;50.1420178536, 3.8595206672;2012;12
59177;31;59;Dompierre-sur-Helpe;50.1420178536, 3.8595206672;2006;12
59187;31;59;Éclaibes;50.1999798551, 3.93837593672;2008;2
59190;31;59;Élesmes;50.3048578036, 4.01140019092;2004;9
59196;31;59;Ennetières-en-Weppes;50.640484704, 2.93312247961;2004;11
59202;31;59;Erquinghem-Lys;50.6700847929, 2.84140786831;2003;52
59208;31;59;Escobecques;50.6212631237, 2.93273720306;2012;0
59209;31;59;Esnes;50.0953832001, 3.30848102705;2006;11
59213;31;59;Estourmel;50.1518286613, 3.32132515587;2003;5
59219;31;59;Estrun;50.2447242764, 3.29498867507;2011;8
59002;31;59;Abscon;50.3283410844, 3.29787586969;2006;53
59003;31;59;Aibes;50.233709404, 4.09622701433;2005;4
59008;31;59;Aniche;50.330855319, 3.25574141604;2007;158
59008;31;59;Aniche;50.330855319, 3.25574141604;2012;185
59009;31;59;Villeneuve-d'Ascq;50.6324372393, 3.1535257221;2003;933
59009;31;59;Villeneuve-d'Ascq;50.6324372393, 3.1535257221;2013;864
59010;31;59;Anneux;50.1570164384, 3.12505671113;2008;3
59010;31;59;Anneux;50.1570164384, 3.12505671113;2007;2
59010;31;59;Anneux;50.1570164384, 3.12505671113;2004;3
59017;31;59;Armentières;50.6913797537, 2.8797155328;2008;467
59017;31;59;Armentières;50.6913797537, 2.8797155328;2013;419
59025;31;59;Aubers;50.5960514415, 2.81995366841;2004;19
59026;31;59;Aubigny-au-Bac;50.2659759447, 3.16874604317;2012;12
59031;31;59;Audignies;50.2783465062, 3.82456125193;2011;5
59031;31;59;Audignies;50.2783465062, 3.82456125193;2007;4
59034;31;59;Avelin;50.5397882047, 3.08608433822;2009;21
59035;31;59;Avesnelles;50.1056589526, 3.95096845588;2003;18
59598;31;59;Toufflers;50.6609540641, 3.23330964809;2004;35
59598;31;59;Toufflers;50.6609540641, 3.23330964809;2012;33
59604;31;59;Troisvilles;50.1023251315, 3.47303644624;2003;9
59605;31;59;Uxem;51.0239750832, 2.49246889837;2010;19
59605;31;59;Uxem;51.0239750832, 2.49246889837;2005;17
59606;31;59;Valenciennes;50.3588666163, 3.51567664819;2008;677
59606;31;59;Valenciennes;50.3588666163, 3.51567664819;2006;716
59608;31;59;Vendegies-sur-Écaillon;50.2600667641, 3.50791948811;2007;6
59609;31;59;Vendeville;50.5731550754, 3.08064149278;2007;20
59612;31;59;Vertain;50.2124028613, 3.52268754362;2008;5
59612;31;59;Vertain;50.2124028613, 3.52268754362;2011;5
59617;31;59;Vieux-Mesnil;50.2599763963, 3.87105908253;2011;7
59618;31;59;Vieux-Reng;50.3213611397, 4.0463688859;2012;6
59619;31;59;Villereau;50.2478551697, 3.68060159072;2013;15
59622;31;59;Villers-en-Cauchies;50.2264212975, 3.39435479006;2011;18
59622;31;59;Villers-en-Cauchies;50.2264212975, 3.39435479006;2005;14
59628;31;59;Volckerinckhove;50.839933688, 2.29875013353;2010;1
59628;31;59;Volckerinckhove;50.839933688, 2.29875013353;2006;9
59631;31;59;Walincourt-Selvigny;50.0733447799, 3.33900382143;2004;29
59636;31;59;Wambrechies;50.6957054596, 3.0473159475;2010;124
59636;31;59;Wambrechies;50.6957054596, 3.0473159475;2007;113
59638;31;59;Wannehain;50.5709754745, 3.27007498669;2005;8
59641;31;59;Warhem;50.9770774555, 2.50331327056;2008;23
59134;31;59;Cartignies;50.0779397385, 3.84271561148;2011;17
59136;31;59;Le Cateau-Cambrésis;50.0920093814, 3.53922472873;2004;111
59139;31;59;Caudry;50.1187185043, 3.4192394153;2011;198
59141;31;59;Cauroir;50.1720373952, 3.29914293305;2013;9
59141;31;59;Cauroir;50.1720373952, 3.29914293305;2012;7
59142;31;59;Cerfontaine;50.2591419146, 4.02505740703;2005;3
59144;31;59;Château-l'Abbaye;50.4858024683, 3.47414949128;2012;6
59147;31;59;Choisies;50.212677337, 4.04878255804;2008;0
59147;31;59;Choisies;50.212677337, 4.04878255804;2011;0
59149;31;59;Clary;50.0684086956, 3.39589708434;2009;14
59151;31;59;Colleret;50.2598488269, 4.084768244;2013;21
59156;31;59;Courchelettes;50.3421628278, 3.05975008268;2005;20
59160;31;59;Crespin;50.4217331557, 3.65237979993;2007;84
59162;31;59;Crochte;50.9238758959, 2.39595026667;2006;8
59163;31;59;Croix;50.6740689994, 3.15464041723;2004;307
59163;31;59;Croix;50.6740689994, 3.15464041723;2013;312
59167;31;59;Cuvillers;50.2219798771, 3.23832511042;2003;0
59167;31;59;Cuvillers;50.2219798771, 3.23832511042;2011;2
59167;31;59;Cuvillers;50.2219798771, 3.23832511042;2006;1
59173;31;59;Deûlémont;50.7280171454, 2.96967815507;2012;19
59175;31;59;Dimont;50.1830406458, 4.02228377235;2004;6
59178;31;59;Douai;50.3823195335, 3.09145683114;2006;666
59179;31;59;Douchy-les-Mines;50.2994352925, 3.38947295524;2011;176
59184;31;59;Ebblinghem;50.734564266, 2.41884672597;2007;9
59191;31;59;Élincourt;50.0457660349, 3.37059499043;2006;9
59193;31;59;Emmerin;50.5908761975, 3.00549490357;2009;55
59196;31;59;Ennetières-en-Weppes;50.640484704, 2.93312247961;2006;8
59199;31;59;Erchin;50.3168262116, 3.17348026694;2005;6
59203;31;59;Erre;50.3693524443, 3.31597211762;2005;21
59206;31;59;Escaudoeuvres;50.1924313857, 3.27406978358;2011;36
59206;31;59;Escaudoeuvres;50.1924313857, 3.27406978358;2005;36
59207;31;59;Escautpont;50.4239013457, 3.5531225813;2010;57
59208;31;59;Escobecques;50.6212631237, 2.93273720306;2011;3
59209;31;59;Esnes;50.0953832001, 3.30848102705;2010;11
59211;31;59;Esquerchin;50.3859330394, 3.00649318201;2004;9
59218;31;59;Étroeungt;50.0620601477, 3.94319652795;2003;15
59218;31;59;Étroeungt;50.0620601477, 3.94319652795;2011;21
59218;31;59;Étroeungt;50.0620601477, 3.94319652795;2013;14
59598;31;59;Toufflers;50.6609540641, 3.23330964809;2003;32
59607;31;59;Vendegies-au-Bois;50.1780771295, 3.57802377396;2011;6
59607;31;59;Vendegies-au-Bois;50.1780771295, 3.57802377396;2007;2
59611;31;59;Verlinghem;50.6820809996, 3.0005883762;2013;24
59612;31;59;Vertain;50.2124028613, 3.52268754362;2009;4
59618;31;59;Vieux-Reng;50.3213611397, 4.0463688859;2005;3
59626;31;59;Villers-Pol;50.2889516363, 3.6151652439;2013;10
59628;31;59;Volckerinckhove;50.839933688, 2.29875013353;2009;9
59631;31;59;Walincourt-Selvigny;50.0733447799, 3.33900382143;2013;31
59633;31;59;Wallers-en-Fagne;50.0613544764, 4.16718008292;2005;6
59635;31;59;Wambaix;50.1283412382, 3.30897119661;2010;4
59637;31;59;Wandignies-Hamage;50.3972962992, 3.32367136058;2011;17
59638;31;59;Wannehain;50.5709754745, 3.27007498669;2003;5
59642;31;59;Warlaing;50.4093268684, 3.32433906396;2013;11
59646;31;59;Wasquehal;50.6750984751, 3.12858017096;2006;253
59647;31;59;Watten;50.833804191, 2.22588651794;2008;32
59651;31;59;Wavrechain-sous-Denain;50.3338831581, 3.42191162083;2013;27
59666;31;59;Zegerscappel;50.8833052086, 2.384587094;2013;28
59667;31;59;Zermezeele;50.8321932353, 2.4589529897;2012;4
59416;31;59;Morbecque;50.6768934286, 2.53621614433;2009;25
59416;31;59;Morbecque;50.6768934286, 2.53621614433;2013;18
59419;31;59;Mouchin;50.5168601993, 3.28629185123;2006;16
59428;31;59;Neuville-Saint-Rémy;50.1876980939, 3.21918185069;2012;61
59431;31;59;Nieppe;50.6992987531, 2.83247310085;2013;79
59433;31;59;Nieurlet;50.7949144222, 2.27990645597;2010;11
59435;31;59;Nomain;50.5012176112, 3.23912545125;2004;22
59442;31;59;Obrechies;50.2225324882, 4.03683646675;2007;5
59450;31;59;Ors;50.1050821078, 3.6311053836;2008;9
59450;31;59;Ors;50.1050821078, 3.6311053836;2007;7
59452;31;59;Ostricourt;50.4571255859, 3.03269713092;2008;73
59454;31;59;Oxelaëre;50.7807301542, 2.4699206565;2003;8
59456;31;59;Pecquencourt;50.3763502504, 3.21867627513;2012;84
59463;31;59;Pitgam;50.9299079429, 2.34010090191;2004;11
59465;31;59;Pommereuil;50.1169693319, 3.58693750917;2009;13
59467;31;59;Pont-sur-Sambre;50.2317600389, 3.84512612151;2010;36
59468;31;59;Potelle;50.2386756413, 3.66509880886;2009;3
59471;31;59;Préseau;50.311072595, 3.57351530616;2006;23
59472;31;59;Preux-au-Bois;50.1647138146, 3.6553638264;2008;16
59473;31;59;Preux-au-Sart;50.2886107324, 3.69910774088;2005;3
59474;31;59;Prisches;50.0779109986, 3.75922395806;2003;12
59482;31;59;Quesnoy-sur-Deûle;50.7129994523, 3.00861966929;2005;90
59484;31;59;Quiévrechain;50.3920521291, 3.65887590653;2005;68
59490;31;59;Rainsars;50.0704332931, 3.99772859383;2008;0
59490;31;59;Rainsars;50.0704332931, 3.99772859383;2013;0
59490;31;59;Rainsars;50.0704332931, 3.99772859383;2006;4
59491;31;59;Raismes;50.410089317, 3.48909318774;2010;192
59492;31;59;Ramillies;50.2072582763, 3.24940380157;2012;7
59493;31;59;Ramousies;50.1164251073, 4.03401363601;2005;2
59495;31;59;Recquignies;50.2766724838, 4.04841593336;2010;34
59496;31;59;Rejet-de-Beaulieu;50.0452957797, 3.63508660272;2006;2
59502;31;59;Rieux-en-Cambrésis;50.2043374368, 3.35238504979;2007;15
59502;31;59;Rieux-en-Cambrésis;50.2043374368, 3.35238504979;2004;13
59502;31;59;Rieux-en-Cambrésis;50.2043374368, 3.35238504979;2006;23
59505;31;59;Rombies-et-Marchipont;50.3683187976, 3.63953903487;2003;7
59505;31;59;Rombies-et-Marchipont;50.3683187976, 3.63953903487;2012;10
59512;31;59;Roubaix;50.6879774811, 3.18258434623;2011;2101
59514;31;59;Rousies;50.2712617008, 3.99972723492;2005;40
59515;31;59;Rouvignies;50.333483649, 3.44055794538;2011;11
59515;31;59;Rouvignies;50.333483649, 3.44055794538;2007;4
59519;31;59;Rumegies;50.4924282163, 3.35255840321;2010;16
59520;31;59;Rumilly-en-Cambrésis;50.1304621675, 3.22848231666;2011;21
59521;31;59;Sailly-lez-Cambrai;50.1992760236, 3.17933507614;2011;4
59597;31;59;Tilloy-lez-Cambrai;50.2010948825, 3.21429536974;2013;5
59598;31;59;Toufflers;50.6609540641, 3.23330964809;2007;51
59601;31;59;Trélon;50.0755155252, 4.12172301875;2008;42
59601;31;59;Trélon;50.0755155252, 4.12172301875;2005;34
59604;31;59;Troisvilles;50.1023251315, 3.47303644624;2008;13
59609;31;59;Vendeville;50.5731550754, 3.08064149278;2004;22
59610;31;59;Verchain-Maugré;50.2661390084, 3.46320478499;2004;12
59611;31;59;Verlinghem;50.6820809996, 3.0005883762;2010;24
59622;31;59;Villers-en-Cauchies;50.2264212975, 3.39435479006;2013;19
59624;31;59;Villers-Outréaux;50.0297720966, 3.29193521329;2009;27
59625;31;59;Villers-Plouich;50.0789345355, 3.13659590623;2013;2
59628;31;59;Volckerinckhove;50.839933688, 2.29875013353;2012;5
59629;31;59;Vred;50.3939409921, 3.23217277359;2010;16
59631;31;59;Walincourt-Selvigny;50.0733447799, 3.33900382143;2003;17
59631;31;59;Walincourt-Selvigny;50.0733447799, 3.33900382143;2012;33
59634;31;59;Wallon-Cappel;50.7278457083, 2.48249397523;2010;11
59637;31;59;Wandignies-Hamage;50.3972962992, 3.32367136058;2008;15
59653;31;59;Wavrin;50.5726224029, 2.93337226806;2010;111
59654;31;59;Waziers;50.3842186333, 3.11188476067;2011;129
59656;31;59;Wervicq-Sud;50.7620461406, 3.05089776037;2006;62
59657;31;59;West-Cappel;50.9254100501, 2.50878268816;2004;12
59658;31;59;Wicres;50.5694195145, 2.86858974063;2012;4
59659;31;59;Wignehies;50.0118044778, 4.0065736506;2010;33
59662;31;59;Winnezeele;50.8503260936, 2.56373009721;2011;20
59667;31;59;Zermezeele;50.8321932353, 2.4589529897;2003;6
59413;31;59;Montigny-en-Cambrésis;50.0910970595, 3.41429656763;2003;7
59427;31;59;La Neuville;50.4968963031, 3.05358974895;2006;3
59434;31;59;Nivelle;50.4681563003, 3.46013569739;2011;7
59434;31;59;Nivelle;50.4681563003, 3.46013569739;2004;14
59446;31;59;Oisy;50.3522308671, 3.43281738814;2008;7
59446;31;59;Oisy;50.3522308671, 3.43281738814;2013;6
59450;31;59;Ors;50.1050821078, 3.6311053836;2003;6
59451;31;59;Orsinval;50.2718570583, 3.63293709102;2011;10
59452;31;59;Ostricourt;50.4571255859, 3.03269713092;2004;61
59455;31;59;Paillencourt;50.2487376852, 3.26355890022;2012;13
59456;31;59;Pecquencourt;50.3763502504, 3.21867627513;2004;67
59462;31;59;Phalempin;50.5128963726, 3.02222998505;2007;60
59462;31;59;Phalempin;50.5128963726, 3.02222998505;2005;49
59465;31;59;Pommereuil;50.1169693319, 3.58693750917;2003;11
59466;31;59;Pont-à-Marcq;50.5213224802, 3.11535964739;2007;38
59467;31;59;Pont-sur-Sambre;50.2317600389, 3.84512612151;2006;26
59473;31;59;Preux-au-Sart;50.2886107324, 3.69910774088;2013;3
59476;31;59;Proville;50.15582108, 3.20370328154;2010;36
59478;31;59;Quaëdypre;50.9381093158, 2.46047387712;2011;17
59481;31;59;Le Quesnoy;50.2506593981, 3.62486177207;2004;71
59483;31;59;Quiévelon;50.2350198423, 4.06805030291;2009;2
59484;31;59;Quiévrechain;50.3920521291, 3.65887590653;2012;112
59485;31;59;Quiévy;50.162969816, 3.42160576023;2011;24
59485;31;59;Quiévy;50.162969816, 3.42160576023;2006;24
59492;31;59;Ramillies;50.2072582763, 3.24940380157;2011;12
59494;31;59;Raucourt-au-Bois;50.2067851455, 3.6560114776;2005;1
59497;31;59;Renescure;50.7357377095, 2.37835427066;2009;32
59498;31;59;Reumont;50.0851954003, 3.47837512553;2009;3
59511;31;59;Rosult;50.4521455969, 3.36243705958;2004;20
59519;31;59;Rumegies;50.4924282163, 3.35255840321;2003;19
59522;31;59;Sailly-lez-Lannoy;50.6460432884, 3.22762243791;2003;16
59526;31;59;Saint-Amand-les-Eaux;50.4401000981, 3.44460708029;2005;232
59529;31;59;Saint-Aubin;50.1709642642, 3.91201093007;2010;7
59530;31;59;Saint-Aybert;50.4513178883, 3.64979329449;2008;4
59530;31;59;Saint-Aybert;50.4513178883, 3.64979329449;2007;3
59531;31;59;Saint-Benin;50.0760031859, 3.5318789033;2004;2
59532;31;59;Saint-Georges-sur-l'Aa;50.967052608, 2.15668818231;2004;2
59534;31;59;Saint-Hilaire-sur-Helpe;50.1366870157, 3.90004713488;2008;9
59535;31;59;Saint-Jans-Cappel;50.7684241988, 2.72184821596;2003;12
59542;31;59;Saint-Remy-Chaussée;50.1799835542, 3.87887382168;2007;4
59542;31;59;Saint-Remy-Chaussée;50.1799835542, 3.87887382168;2004;8
59548;31;59;Saint-Waast;50.3009046885, 3.74775611906;2013;6
59549;31;59;Salesches;50.2082539959, 3.59623286765;2005;3
59550;31;59;Salomé;50.5358395709, 2.83692247297;2012;43
59552;31;59;Sancourt;50.2144498638, 3.19130962776;2003;1
59553;31;59;Santes;50.5909879066, 2.96114421951;2009;58
59563;31;59;Semousies;50.1639637271, 3.96792099301;2005;2
59564;31;59;La Sentinelle;50.3486299909, 3.47455507349;2003;51
59564;31;59;La Sentinelle;50.3486299909, 3.47455507349;2006;45
59565;31;59;Sepmeries;50.2772551517, 3.56080213817;2008;5
59565;31;59;Sepmeries;50.2772551517, 3.56080213817;2006;5
59569;31;59;Sin-le-Noble;50.3677512577, 3.12071297192;2013;264
59572;31;59;Solre-le-Château;50.1722246859, 4.09630317789;2007;17
59574;31;59;Somain;50.3598009687, 3.27519704161;2004;183
59575;31;59;Sommaing;50.2674478954, 3.49584685724;2011;5
59576;31;59;Spycker;50.9751405786, 2.31360058844;2004;25
59577;31;59;Staple;50.7522593819, 2.44870670166;2003;9
59578;31;59;Steenbecque;50.6774388783, 2.48812239192;2003;20
59585;31;59;Templemars;50.5706303055, 3.0593969462;2009;38
59588;31;59;Téteghem;51.0158652678, 2.45278368133;2003;71
59591;31;59;Thivencelle;50.4459598369, 3.62768756311;2004;8
59044;31;59;Baisieux;50.6111718868, 3.24121907398;2005;49
59045;31;59;Baives;50.0673923236, 4.20393625141;2010;3
59047;31;59;Banteux;50.0656630113, 3.18790046791;2005;5
59050;31;59;Bas-Lieu;50.1443528184, 3.95104519087;2011;5
59062;31;59;Beaurieux;50.1779588737, 4.13702062275;2010;3
59063;31;59;Beauvois-en-Cambrésis;50.1403335661, 3.38449590227;2006;29
59070;31;59;Bermeries;50.2847571566, 3.74905320173;2013;6
59079;31;59;Beuvrages;50.3883826633, 3.50595410504;2004;114
59081;31;59;Bévillers;50.158314463, 3.39072994469;2013;8
59085;31;59;Blécourt;50.2175061105, 3.21286001901;2003;3
59088;31;59;Bois-Grenier;50.6487129112, 2.87274435291;2009;15
59100;31;59;Bousignies;50.4302087604, 3.35488860191;2010;4
59101;31;59;Bousignies-sur-Roc;50.2638826677, 4.18728654005;2007;2
59104;31;59;Boussois;50.2948725712, 4.04711513653;2008;36
59043;31;59;Bailleul;50.7274252798, 2.7379912081;2003;159
59047;31;59;Banteux;50.0656630113, 3.18790046791;2013;3
59050;31;59;Bas-Lieu;50.1443528184, 3.95104519087;2010;2
59050;31;59;Bas-Lieu;50.1443528184, 3.95104519087;2013;3
59051;31;59;La Bassée;50.5397647046, 2.80910290453;2011;102
59052;31;59;Bauvin;50.5162714452, 2.89367809062;2007;73
59052;31;59;Bauvin;50.5162714452, 2.89367809062;2006;63
59053;31;59;Bavay;50.2936087618, 3.80308794658;2004;51
59053;31;59;Bavay;50.2936087618, 3.80308794658;2006;61
59054;31;59;Bavinchove;50.7749510357, 2.44160500507;2008;7
59056;31;59;Beaucamps-Ligny;50.6062622747, 2.9147903974;2011;11
59056;31;59;Beaucamps-Ligny;50.6062622747, 2.9147903974;2013;14
59056;31;59;Beaucamps-Ligny;50.6062622747, 2.9147903974;2006;7
59059;31;59;Beaumont-en-Cambrésis;50.1265847908, 3.45162407092;2012;2
59061;31;59;Beaurepaire-sur-Sambre;50.0605483796, 3.79605984174;2011;7
59064;31;59;Bellaing;50.3659312022, 3.42553238229;2007;8
59064;31;59;Bellaing;50.3659312022, 3.42553238229;2013;9
59065;31;59;Bellignies;50.3225210245, 3.76276954523;2009;7
59065;31;59;Bellignies;50.3225210245, 3.76276954523;2011;6
59066;31;59;Bérelles;50.2136798325, 4.10541703727;2003;3
59067;31;59;Bergues;50.9691920635, 2.43268784817;2009;50
59069;31;59;Bermerain;50.2575420594, 3.5398919082;2010;8
59077;31;59;Bettrechies;50.3221407699, 3.74013412317;2008;8
59077;31;59;Bettrechies;50.3221407699, 3.74013412317;2005;1
59079;31;59;Beuvrages;50.3883826633, 3.50595410504;2013;103
59085;31;59;Blécourt;50.2175061105, 3.21286001901;2013;3
59087;31;59;Boëseghem;50.6691135946, 2.44242706344;2010;9
59088;31;59;Bois-Grenier;50.6487129112, 2.87274435291;2008;17
59088;31;59;Bois-Grenier;50.6487129112, 2.87274435291;2012;19
59089;31;59;Bollezeele;50.8652273621, 2.34136933381;2005;15
59091;31;59;Borre;50.731528018, 2.58086143092;2011;9
59092;31;59;Bouchain;50.2808463643, 3.3121651121;2003;52
59094;31;59;Bourbourg;50.9424001702, 2.20355448436;2006;111
